candidate_id,experience_years,experience_level,domain,skills_list,skills,education,desired_salary_min,desired_salary_max,preferred_locations,open_to_remote,willing_to_relocate
CAND_000508,9,Senior,DE,"['gcp', 'aws', 'etl', 'business intelligence and reporting tools (birt)', 'hadoop', 'data visualization software', 'data engineering', 'vertex ai services', 'opennmt', 'uid', 'dissolution', 'detection algorithms', 'airflow', 'spark']","gcp, aws, etl, business intelligence and reporting tools (birt), hadoop, data visualization software, data engineering, vertex ai services, opennmt, uid, dissolution, detection algorithms, airflow, spark",Master's in Applied Mathematics,154172,194129,"San Francisco, CA",False,False
CAND_000509,2,Entry Level,Data,"['data analysis', 'synapse data warehouse', 'pandas', 'sql', 'network flow analysis', 'numpy', 'agile ceremony facilitation', 'exotherm behavior', 'electrode optimization', 'python', 'statistics']","data analysis, synapse data warehouse, pandas, sql, network flow analysis, numpy, agile ceremony facilitation, exotherm behavior, electrode optimization, python, statistics",Bachelor's in Data Science,65547,87607,"Austin, TX, San Francisco, CA, Chicago, IL",False,False
CAND_000510,7,Senior,DE,"['gcp', 'aws', 'etl', 'flexible benefits programme', 'hadoop', 'data engineering', 'high throughput research', 'k12 education', 'brokerage', 'project contributions', 'sql server', 'internal data', 'propensity modeling', 'airflow', 'spark', 'insightful analysis']","gcp, aws, etl, flexible benefits programme, hadoop, data engineering, high throughput research, k12 education, brokerage, project contributions, sql server, internal data, propensity modeling, airflow, spark, insightful analysis",Master's in Computer Science,148537,169751,Remote,True,True
CAND_000511,9,Senior,BI,"['business intelligence', 'operations documentation', 'research development', 'agile working', 'accounting receivable', 'tableau', 'phd/d.v.m.', 'power bi', 'mineralogical composition of plant and crop growth', 'messaging systems', 'excel', 'alternatives to abortion program supervision', 'data visualization']","business intelligence, operations documentation, research development, agile working, accounting receivable, tableau, phd/d.v.m., power bi, mineralogical composition of plant and crop growth, messaging systems, excel, alternatives to abortion program supervision, data visualization",Master's in Computer Science,156603,179588,"Remote, San Francisco, CA",True,True
CAND_000512,15,Leadership,BI,"['business intelligence', 'hrsd applications', 'data analytical skills', 'discrepancy identification', 'dod secret', 'energy efficiency', 'tableau', 'ecological', 'power bi', 'genetic variant validation', 'excel', 'data visualization']","business intelligence, hrsd applications, data analytical skills, discrepancy identification, dod secret, energy efficiency, tableau, ecological, power bi, genetic variant validation, excel, data visualization",Master's in Computer Science,179244,207122,"New York, NY, Seattle, WA, Remote",True,False
CAND_000513,6,Senior,DE,"['gcp', 'transit data', 'aws', 'relationship building skills', 'etl', 'hadoop', 'data engineering', 'caching strategies', 'research articles writing', 'employee stock purchase program', 'stochastic simulation', 'airflow', 'gaap compliance', 'spark']","gcp, transit data, aws, relationship building skills, etl, hadoop, data engineering, caching strategies, research articles writing, employee stock purchase program, stochastic simulation, airflow, gaap compliance, spark",Master's in Computer Science,145181,166487,"Seattle, WA, Boston, MA, San Francisco, CA",False,True
CAND_000514,2,Entry Level,Backend,"['microservices', 'containers', 'executive decisionmaking', 'java', 'scala', 'sigmoid']","microservices, containers, executive decisionmaking, java, scala, sigmoid",Bachelor's in Data Science,63272,90521,"Remote, San Francisco, CA",True,True
CAND_000515,6,Senior,ML,"['nlp', 'short and longterm incentives', 'deep learning', 'production plant processes', 'salesforce data model', 'electrical engineering', 'tensorflow', 'machine learning', 'hyundaikia engineering', 'share point', 'pytorch', 'computer vision', 'cros and cdmos']","nlp, short and longterm incentives, deep learning, production plant processes, salesforce data model, electrical engineering, tensorflow, machine learning, hyundaikia engineering, share point, pytorch, computer vision, cros and cdmos",Master's in Applied Mathematics,155383,184138,"San Francisco, CA, Seattle, WA",False,False
CAND_000516,8,Senior,Data,"['data analysis', 'pandas', 'data errors', 'experience testing database security and enterprise policy guidelines', 'team and company social events', 'aws s3', 'sql', 'numpy', 'junior data analysts', ""willingness to contribute to the center's mission"", 'python', 'statistics']","data analysis, pandas, data errors, experience testing database security and enterprise policy guidelines, team and company social events, aws s3, sql, numpy, junior data analysts, willingness to contribute to the center's mission, python, statistics",Master's in Computer Science,140677,174527,"Chicago, IL",False,True
CAND_000517,15,Leadership,ML,"['ellucian banner', 'training and development data', 'nlp', 'deep learning', 'linux/unix', 'physical demands', 'capacity', 'airsea fluxes', 'tensorflow', 'machine learning', 'principal investigator experience', 'minimum 2 years experience in it or finance', 'understanding of media landscape', 'database fundamentals', 'pytorch', 'computer vision', 'dls']","ellucian banner, training and development data, nlp, deep learning, linux/unix, physical demands, capacity, airsea fluxes, tensorflow, machine learning, principal investigator experience, minimum 2 years experience in it or finance, understanding of media landscape, database fundamentals, pytorch, computer vision, dls",PhD in Machine Learning,177921,202132,"Seattle, WA",False,False
CAND_000518,9,Senior,DE,"['gcp', 'clinical investigators', 'aws', 'order data', 'etl', 'vocal analysis', 'hadoop', 'data engineering', 'hiring processes', 'questionnaire development', 'drive for results', 'airflow', 'business objects enterprise', 'encouraging boldness', 'spark']","gcp, clinical investigators, aws, order data, etl, vocal analysis, hadoop, data engineering, hiring processes, questionnaire development, drive for results, airflow, business objects enterprise, encouraging boldness, spark",Master's in Computer Science,154351,189425,"Seattle, WA",False,False
CAND_000519,6,Senior,BI,"['business intelligence', 'statistical solutions', 'team strategy', 'tableau', 'google analytics (ua and ga4)', 'power bi', 'harvest cells from human lung explants', 'invivo research', 'online marketplace', 'excel', 'hydrophobic interaction chromatography', 'data visualization']","business intelligence, statistical solutions, team strategy, tableau, google analytics (ua and ga4), power bi, harvest cells from human lung explants, invivo research, online marketplace, excel, hydrophobic interaction chromatography, data visualization",Master's in Computer Science,172180,201143,"Remote, Austin, TX, New York, NY",True,False
CAND_000520,7,Senior,ML,"['postdeal preparation', 'tact', 'nlp', 'supportive to junior members', 'high integrity', 'deep learning', 'proficient in sql powerbi tableau and programming languages', 'sales compensation analytics', 'azure data migration', 'nucleus', 'tensorflow', 'machine learning', 'o365', 'strong data reporting experience', 'pytorch', 'computer vision']","postdeal preparation, tact, nlp, supportive to junior members, high integrity, deep learning, proficient in sql powerbi tableau and programming languages, sales compensation analytics, azure data migration, nucleus, tensorflow, machine learning, o365, strong data reporting experience, pytorch, computer vision",Master's in Applied Mathematics,174026,203269,"Chicago, IL, Austin, TX, Seattle, WA",False,False
CAND_000521,3,Mid Level,ML,"['nlp', 'table operations', 'deep learning', 'bytedance', 'vision science', 'tensorflow', 'machine learning', 'experience working with physician or hospital claims/group data', 'customer analytics opportunities', 'engineering management degree', 'pytorch', 'computer vision']","nlp, table operations, deep learning, bytedance, vision science, tensorflow, machine learning, experience working with physician or hospital claims/group data, customer analytics opportunities, engineering management degree, pytorch, computer vision",Master's in Computer Science,125432,156249,"New York, NY",False,False
CAND_000522,6,Senior,ML,"['nlp', 'reviewer for speech conferences', 'deep learning', 'datawarehouse', 'research in craniofacial health and restorative medicine', 'agile tools and technology', 'tensorflow', 'machine learning', 'research & development center (r&dc)', 'pytorch', 'computer vision']","nlp, reviewer for speech conferences, deep learning, datawarehouse, research in craniofacial health and restorative medicine, agile tools and technology, tensorflow, machine learning, research & development center (r&dc), pytorch, computer vision",Master's in Applied Mathematics,152447,175409,"Seattle, WA, San Francisco, CA",False,False
CAND_000523,5,Mid Level,Backend,"['microservices', 'device configuration and support', 'experience in vascular physiology calcium imaging ion channels and cardiovascular disorders', 'govt leadership', 'apis', 'fault tolerant', 'java', 'scala']","microservices, device configuration and support, experience in vascular physiology calcium imaging ion channels and cardiovascular disorders, govt leadership, apis, fault tolerant, java, scala",Bachelor's in Engineering,129580,167736,"Remote, Seattle, WA, Chicago, IL",True,False
CAND_000524,2,Entry Level,DE,"['aws', 'hadoop', 'data engineering', 'price series modeling', 'microsoft databricks', 'bonus plan']","aws, hadoop, data engineering, price series modeling, microsoft databricks, bonus plan",Bachelor's in Data Science,61258,83123,"San Francisco, CA, Seattle, WA",False,True
CAND_000525,4,Mid Level,ML,"['nlp', 'deep learning', 'program status', 'tensorflow', 'machine learning', 'linux operating system', 'pytorch', 'computer vision', 'inferencing', 'periodical research']","nlp, deep learning, program status, tensorflow, machine learning, linux operating system, pytorch, computer vision, inferencing, periodical research",Bachelor's in Engineering,91933,121543,"New York, NY, San Francisco, CA, Remote",True,True
CAND_000526,0,Internship,Backend,"['acid/base titration', 'apis', 'java', 'team agility']","acid/base titration, apis, java, team agility",Bachelor's in Computer Science,40632,69813,"New York, NY",False,True
CAND_000527,9,Senior,DE,"['gcp', 'quantum communications', 'aws', 'etl', 'onestream', 'hadoop', 'analytical sec', 'data engineering', 'technology evaluation', 'manufacturing sector', 'quarterly okrs', 'bs degree (technical background preferred)', 'airflow', 'spark']","gcp, quantum communications, aws, etl, onestream, hadoop, analytical sec, data engineering, technology evaluation, manufacturing sector, quarterly okrs, bs degree (technical background preferred), airflow, spark",Master's in Computer Science,168943,207522,"Chicago, IL, Seattle, WA, Austin, TX",False,True
CAND_000528,15,Leadership,Data,"['data analysis', 'pandas', 'analytical initiatives', 'mathematical foundation', 'health authority validation tools', 'segmentation and targeting', 'sql', 'numpy', 'eventbased analysis', 'talent priorities', 'working in the eu', 'international business', 'naver', 'managed account services', 'vip', 'python', 'statistics']","data analysis, pandas, analytical initiatives, mathematical foundation, health authority validation tools, segmentation and targeting, sql, numpy, eventbased analysis, talent priorities, working in the eu, international business, naver, managed account services, vip, python, statistics",PhD in Machine Learning,256706,278179,"San Francisco, CA",False,False
CAND_000529,2,Entry Level,BI,"['business intelligence', 'alis/odin', 'molecular physiology', 'power bi', 'data visualization']","business intelligence, alis/odin, molecular physiology, power bi, data visualization",Bachelor's in Computer Science,63357,89800,Remote,True,True
CAND_000530,11,Leadership,Data,"['cloudfront', 'data analysis', 'stats models', 'data testing and troubleshooting', 'pandas', 'flexible spending account', ""bachelor's or master's degree in business statistics mathematics economics or real estate"", 'sql', 'numpy', ""bachelor's degree in computer science economics statistics or mathematics"", 'economics', '35 years experience in quantitative analysis', 'traditional channels', 'polymer nanocomposites', 'data visualization languages', 'tablespace management', 'python', 'statistics']","cloudfront, data analysis, stats models, data testing and troubleshooting, pandas, flexible spending account, bachelor's or master's degree in business statistics mathematics economics or real estate, sql, numpy, bachelor's degree in computer science economics statistics or mathematics, economics, 35 years experience in quantitative analysis, traditional channels, polymer nanocomposites, data visualization languages, tablespace management, python, statistics",PhD in Machine Learning,253054,273293,"New York, NY, Boston, MA",False,True
CAND_000531,10,Senior,BI,"['business intelligence', 'canadian citizenship or pr card', 'microsoft data platforms', 'tableau', 'selfdirected work', 'power bi', 'alibaba', 'excel', 'tpu programming', 'data visualization']","business intelligence, canadian citizenship or pr card, microsoft data platforms, tableau, selfdirected work, power bi, alibaba, excel, tpu programming, data visualization",Master's in Applied Mathematics,176722,212759,"San Francisco, CA",False,False
CAND_000532,4,Mid Level,Data,"['data analysis', 'oracle data mining', '* nursing', 'pandas', 'experience with cloud computing platforms', 'sql', 'numpy', '* quality assurance']","data analysis, oracle data mining, * nursing, pandas, experience with cloud computing platforms, sql, numpy, * quality assurance",Bachelor's in Engineering,104967,126416,"New York, NY, Boston, MA",False,False
CAND_000533,9,Senior,Backend,"['cad modeling', 'data ingestion and workflows', 'microservices', 'code finetuning', 'apis', 'cellpose', 'core business kpi management', 'java', 'scala', 'slate crm']","cad modeling, data ingestion and workflows, microservices, code finetuning, apis, cellpose, core business kpi management, java, scala, slate crm",Master's in Applied Mathematics,150823,186600,"Seattle, WA, Remote, New York, NY",True,False
CAND_000534,14,Leadership,DE,"['gcp', 'etl architecture', 'aws', 'etl', 'hadoop', 'quartile ranking', 'vulkan', 'data engineering', 'meddra coding', 'audience data', 'ai products', 'airflow', 'knowledge of financial concepts', 'spark']","gcp, etl architecture, aws, etl, hadoop, quartile ranking, vulkan, data engineering, meddra coding, audience data, ai products, airflow, knowledge of financial concepts, spark",PhD in Machine Learning,169566,202970,"New York, NY",False,False
CAND_000535,10,Senior,BI,"['business intelligence', 'research and innovation', 'endtoend understanding', 'ability to work collaboratively within a project team', 'capital allocation', 'tableau', 'power bi', 'advanced communication', 'excel', 'data visualization']","business intelligence, research and innovation, endtoend understanding, ability to work collaboratively within a project team, capital allocation, tableau, power bi, advanced communication, excel, data visualization",Master's in Computer Science,161755,181968,"Chicago, IL, Remote, New York, NY",True,True
CAND_000536,6,Senior,DE,"['gcp', 'sr. data analyst/developer', 'reputational risk', 'aws', 'etl', 'hadoop', 'knowledge transfer', 'funnel measurement', 'data engineering', ""bachelor's degree in electronics engineering"", 'natural language processing', 'airflow', 'spark']","gcp, sr. data analyst/developer, reputational risk, aws, etl, hadoop, knowledge transfer, funnel measurement, data engineering, bachelor's degree in electronics engineering, natural language processing, airflow, spark",Master's in Computer Science,140759,173464,"San Francisco, CA, Austin, TX",False,True
CAND_000537,3,Mid Level,Data,"['data analysis', 'alldigital readout electronics', 'spreadsheet and database capabilities', 'pandas', 'programming logic', 'sql', 'support other scientists', 'numpy', 'product performance', 'python', 'statistics', 'gpc_iaii']","data analysis, alldigital readout electronics, spreadsheet and database capabilities, pandas, programming logic, sql, support other scientists, numpy, product performance, python, statistics, gpc_iaii",Master's in Computer Science,124690,149269,"Seattle, WA, Chicago, IL, Boston, MA",False,False
CAND_000538,12,Leadership,Backend,"['international conference presentations', 'ph.d or b.s. with 2+ years research experience', 'microservices', 'organization', 'machine learning model development', 'c++ programming', 'apis', 'data postprocessing', 'cdc (change data capture)', 'remote access', 'peer reviewed papers', 'java', 'scala']","international conference presentations, ph.d or b.s. with 2+ years research experience, microservices, organization, machine learning model development, c++ programming, apis, data postprocessing, cdc (change data capture), remote access, peer reviewed papers, java, scala",PhD in Machine Learning,253204,293136,"Remote, Chicago, IL",True,False
CAND_000539,10,Senior,Data,"['data analysis', 'crossfunctional relationships', 'financial service industry knowledge', 'pandas', 'sql', 'faulttolerant distributed systems', 'numpy', 'hcm data loader files', 'streaming data processing', 'reproducibility tools (mlflow wandb databricks)', 'python', 'statistics']","data analysis, crossfunctional relationships, financial service industry knowledge, pandas, sql, faulttolerant distributed systems, numpy, hcm data loader files, streaming data processing, reproducibility tools (mlflow wandb databricks), python, statistics",Master's in Applied Mathematics,149369,182744,Remote,True,False
CAND_000540,6,Senior,ML,"['nlp', 'cloudbased tools', 'deep learning', 'healthcare benefits', 'physical activity promotion', 'liquidity positions', 'tensorflow', 'analytical workflows', 'training evaluation', 'machine learning', 'pytorch', 'computer vision']","nlp, cloudbased tools, deep learning, healthcare benefits, physical activity promotion, liquidity positions, tensorflow, analytical workflows, training evaluation, machine learning, pytorch, computer vision",Master's in Applied Mathematics,156554,180328,"New York, NY, San Francisco, CA, Chicago, IL",False,False
CAND_000541,7,Senior,ML,"['nlp', 'database management software', 'deep learning', 'legal considerations', 'technical solution documents', 'business performance data', 'rate and fee studies', 'tensorflow', 'continuous development', 'machine learning', 'pytorch', 'computer vision']","nlp, database management software, deep learning, legal considerations, technical solution documents, business performance data, rate and fee studies, tensorflow, continuous development, machine learning, pytorch, computer vision",Master's in Applied Mathematics,171754,194071,"New York, NY",False,False
CAND_000542,4,Mid Level,ML,"['nlp', 'deep learning', 'tensorflow', 'realtime computing', 'machine learning', 'manufacturing sector experience', 'a+', 'pytorch', 'adobe looker studio', 'computer vision', 'experience with healthcare datasets']","nlp, deep learning, tensorflow, realtime computing, machine learning, manufacturing sector experience, a+, pytorch, adobe looker studio, computer vision, experience with healthcare datasets",Bachelor's in Engineering,109723,148693,"Chicago, IL, San Francisco, CA, New York, NY",False,False
CAND_000543,9,Senior,ML,"['nlp', 'basic and advanced concepts of machine learning', 'deep learning', 'distance vision', 'precision', '* machine learning', 'tensorflow', 'strategic orientation', 'machine learning', 'business intelligence capabilities identification', 'log analysis tools', 'pytorch', 'computer vision']","nlp, basic and advanced concepts of machine learning, deep learning, distance vision, precision, * machine learning, tensorflow, strategic orientation, machine learning, business intelligence capabilities identification, log analysis tools, pytorch, computer vision",Master's in Computer Science,136817,167705,"New York, NY, Boston, MA",False,False
CAND_000544,4,Mid Level,DE,"['gcp', 'health care providers', 'aws', 'bachelor’s degree in statistics', 'etl', 'vanquish lc system', 'hadoop', 'data engineering', 'protocol optimization', 'internet of things', 'analytical intuition', 'airflow', 'spark']","gcp, health care providers, aws, bachelor’s degree in statistics, etl, vanquish lc system, hadoop, data engineering, protocol optimization, internet of things, analytical intuition, airflow, spark",Master's in Computer Science,125691,164627,"Boston, MA",False,False
CAND_000545,8,Senior,ML,"['nlp', 'scenario building', 'deep learning', 'fairness', 'compensation packages', 'brfss', 'jiva', 'tensorflow', 'machine learning', 'pytorch', 'computer vision', 'familiarity with hipaa fda gxp and iso standards as they apply to software/hardware development and clinical healthcare environments']","nlp, scenario building, deep learning, fairness, compensation packages, brfss, jiva, tensorflow, machine learning, pytorch, computer vision, familiarity with hipaa fda gxp and iso standards as they apply to software/hardware development and clinical healthcare environments",Master's in Computer Science,174659,199164,"Seattle, WA",False,False
CAND_000546,1,Entry Level,Backend,"['5 years of experience in data analytics', 'microservices', 'scala', 'apis', 'shap values', 'in vitro metabolism studies', 'java', 'evaluation kpis']","5 years of experience in data analytics, microservices, scala, apis, shap values, in vitro metabolism studies, java, evaluation kpis",Bachelor's in Data Science,74568,107583,"Boston, MA, Seattle, WA",False,False
CAND_000547,3,Mid Level,Backend,"['microservices', 'business process modelling', 'energy components', 'test case creation and execution', 'apis', 'transcription', 'java', 'scala']","microservices, business process modelling, energy components, test case creation and execution, apis, transcription, java, scala",Bachelor's in Engineering,110629,131583,"Remote, New York, NY, Chicago, IL",True,True
CAND_000548,4,Mid Level,BI,"['business intelligence', 'supplier data management', 'pet friendly office', 'adaptation policy', 'relevant field', 'tableau', 'power bi', 'excel', 'spark core', 'data visualization', 'fundraising']","business intelligence, supplier data management, pet friendly office, adaptation policy, relevant field, tableau, power bi, excel, spark core, data visualization, fundraising",Bachelor's in Engineering,118570,141880,"Boston, MA, Chicago, IL",False,False
CAND_000549,6,Senior,Backend,"['advanced statistical modelling', 'optmechanicalelectricalphotonics systems', 'microservices', 'burgiss', 'technical proposals', 'collaborative environment', 'apis', 'prompting', 'java', 'scala']","advanced statistical modelling, optmechanicalelectricalphotonics systems, microservices, burgiss, technical proposals, collaborative environment, apis, prompting, java, scala",Master's in Computer Science,163451,194487,"Austin, TX, Seattle, WA",False,False
CAND_000550,12,Leadership,DE,"['gcp', 'aws', 'datadriven adaptive mathematical models', 'etl', 'test and evaluation master plans (temp)', 'hadoop', 'xray beam', 'data engineering', 'ai model building', 'experience with etl workflow implementation (ssis airflow c# python)', 'frequency analysis', 'applying uptodate expertise', ""bachelor's degree in computer science or related field (or equivalent work experience)"", 'airflow', 'campaign analysis tools', 'spark', 'pattern identification']","gcp, aws, datadriven adaptive mathematical models, etl, test and evaluation master plans (temp), hadoop, xray beam, data engineering, ai model building, experience with etl workflow implementation (ssis airflow c# python), frequency analysis, applying uptodate expertise, bachelor's degree in computer science or related field (or equivalent work experience), airflow, campaign analysis tools, spark, pattern identification",PhD in Machine Learning,212515,236458,"Austin, TX, Boston, MA",False,False
CAND_000551,1,Entry Level,BI,"['business intelligence', 'geography', 'tableau', 'power bi', 'product testing', 'experimental application work', 'data visualization', 'functional data']","business intelligence, geography, tableau, power bi, product testing, experimental application work, data visualization, functional data",Bachelor's in Computer Science,61420,92713,"Chicago, IL",False,False
CAND_000552,8,Senior,DE,"['gcp', 'aws', 'etl', 'hadoop', 'data warehouse architectures', 'data engineering', 'workforce staffing', 'securities', 'collibra (meta data management)', 'paw', 'airflow', 'spark']","gcp, aws, etl, hadoop, data warehouse architectures, data engineering, workforce staffing, securities, collibra (meta data management), paw, airflow, spark",Master's in Applied Mathematics,170065,192434,"Chicago, IL, New York, NY",False,False
CAND_000553,10,Senior,Backend,"['python (pandas)', 'power calculations', 'microservices', 'court business experience', 'heat pumps', 'nonengineering groups', 'apis', 'java', 'scala', 'embedded systems development']","python (pandas), power calculations, microservices, court business experience, heat pumps, nonengineering groups, apis, java, scala, embedded systems development",Master's in Computer Science,150616,179936,"Seattle, WA, Remote, Austin, TX",True,False
CAND_000554,7,Senior,Backend,"['microservices', 'research procedures', 'ability to prioritize and manage time effectively', 'apis', 'cloud database technology (redshift snowflake databricks azure synapse bigquery)', 'user experiences', 'cloud data environment', 'java', 'scala', 'timeseries forecasting']","microservices, research procedures, ability to prioritize and manage time effectively, apis, cloud database technology (redshift snowflake databricks azure synapse bigquery), user experiences, cloud data environment, java, scala, timeseries forecasting",Master's in Computer Science,161947,189096,"Chicago, IL",False,True
CAND_000555,10,Senior,DE,"['gcp', 'aws', 'etl', 'trade execution', 'protobuf', 'hadoop', 'data engineering', 'written communication skills', 'business strategy understanding', 'familiarity with kubernetes', 'airflow', 'experience in business analysis', 'equine industry program', 'spark']","gcp, aws, etl, trade execution, protobuf, hadoop, data engineering, written communication skills, business strategy understanding, familiarity with kubernetes, airflow, experience in business analysis, equine industry program, spark",Master's in Computer Science,141569,172604,"Chicago, IL, New York, NY, Austin, TX",False,True
CAND_000556,1,Entry Level,DE,"['gcp', 'aws', 'etl', 'hadoop', 'startup funding', 'mixed methods', 'airflow', 'lab operations management', 'spark', 'social security verification']","gcp, aws, etl, hadoop, startup funding, mixed methods, airflow, lab operations management, spark, social security verification",Bachelor's in Computer Science,75787,102088,"Chicago, IL, Boston, MA, San Francisco, CA",False,False
CAND_000557,3,Mid Level,DE,"['gcp', 'companies contracts', 'aws', 'experience in communication', 'etl', 'fulfillment metrics', 'hadoop', 'data engineering', 'project schedule creation', 'data collection software setup', 'airflow', 'fair lending compliance', 'spark', 'database versioning and migration']","gcp, companies contracts, aws, experience in communication, etl, fulfillment metrics, hadoop, data engineering, project schedule creation, data collection software setup, airflow, fair lending compliance, spark, database versioning and migration",Bachelor's in Engineering,124813,163458,"Austin, TX",False,True
CAND_000558,5,Mid Level,DE,"['gcp', 'radio frequency data', 'aws', 'etl', 'hadoop', 'data engineering', 'medical degree', 'experience with presenting findings and summaries of analyses', 'airflow', 'ida', 'reporting software', 'spark']","gcp, radio frequency data, aws, etl, hadoop, data engineering, medical degree, experience with presenting findings and summaries of analyses, airflow, ida, reporting software, spark",Bachelor's in Engineering,93118,130546,"Chicago, IL",False,False
CAND_000559,10,Senior,ML,"['giac', 'database capacity planning', 'nlp', 'deep learning', 'onsite cappuccino machine little amps coffee bar (with a barista!) & tea bar', 'tensorflow', 'legislative/regulatory/economic/geospatial data', 'ml bias measurement', 'machine learning', 'customer service orientation', 'market mix modeling', 'systems', 'phd in communication', 'pytorch', 'computer vision']","giac, database capacity planning, nlp, deep learning, onsite cappuccino machine little amps coffee bar (with a barista!) & tea bar, tensorflow, legislative/regulatory/economic/geospatial data, ml bias measurement, machine learning, customer service orientation, market mix modeling, systems, phd in communication, pytorch, computer vision",Master's in Applied Mathematics,164218,201219,"New York, NY",False,False
CAND_000560,0,Internship,DE,"['data standards and policies', 'airflow', 'etl', 'azure classic pipelines']","data standards and policies, airflow, etl, azure classic pipelines",Bachelor's in Data Science,44170,66357,"New York, NY",False,True
CAND_000561,0,Internship,Backend,"['regulatory & basel reporting requirements', 'java', 'selfscouting reports']","regulatory & basel reporting requirements, java, selfscouting reports",Bachelor's in Computer Science,46469,70859,"Chicago, IL, San Francisco, CA, Seattle, WA",False,True
CAND_000562,10,Senior,DE,"['gcp', 'data transfer concepts/capabilities', 'aws', 'informatica cloud (iics) etl tools', 'etl', 'hadoop', 'information maps', 'data engineering', ""bachelor's degree in computer science economics statistics or mathematics"", 'innovative semiconductor materials', 'airflow', 'spark', 'r&d']","gcp, data transfer concepts/capabilities, aws, informatica cloud (iics) etl tools, etl, hadoop, information maps, data engineering, bachelor's degree in computer science economics statistics or mathematics, innovative semiconductor materials, airflow, spark, r&d",Master's in Computer Science,165969,192322,"San Francisco, CA, Austin, TX, Boston, MA",False,True
CAND_000563,10,Senior,BI,"['business intelligence', 'statistical analytical methodologies', 'tableau', 'procedure documentation', 'power bi', 'cell and biochemical assay development', 'excel', 'english proficiency', 'bacterial phenotyping', 'data visualization', 'salesforce certified']","business intelligence, statistical analytical methodologies, tableau, procedure documentation, power bi, cell and biochemical assay development, excel, english proficiency, bacterial phenotyping, data visualization, salesforce certified",Master's in Computer Science,167913,203114,"Chicago, IL, New York, NY, San Francisco, CA",False,True
CAND_000564,5,Mid Level,BI,"['business intelligence', 'international relations', 'data and business process modeling/mapping', 'ability to work in a team', 'statistical integrity', 'tableau', 'power bi', 'generative ai model building', 'excel', 'data visualization']","business intelligence, international relations, data and business process modeling/mapping, ability to work in a team, statistical integrity, tableau, power bi, generative ai model building, excel, data visualization",Bachelor's in Engineering,123269,145135,"Seattle, WA, Chicago, IL, San Francisco, CA",False,False
CAND_000565,1,Entry Level,ML,"['9+ years of experience in application development including python sql scala or java', 'account planning', 'business kpis', 'tensorflow', 'pytorch', 'computer vision']","9+ years of experience in application development including python sql scala or java, account planning, business kpis, tensorflow, pytorch, computer vision",Bachelor's in Data Science,72742,111568,"Boston, MA",False,True
CAND_000566,9,Senior,Backend,"['digital technologies', 'microservices', 'system development methodologies', 'animal database management', 'nonlinear signal processing', 'dashboard design', 'apis', 'top secret sci clearance', 'java', 'scala', 'adobe scan']","digital technologies, microservices, system development methodologies, animal database management, nonlinear signal processing, dashboard design, apis, top secret sci clearance, java, scala, adobe scan",Master's in Applied Mathematics,140698,179346,"Seattle, WA, Chicago, IL",False,True
CAND_000567,5,Mid Level,ML,"['videography', 'nlp', 'car multimedia', 'deep learning', 'client calls', 'topographic surveys', 'tensorflow', 'variable work schedule', 'machine learning', 'pytorch', 'computer vision']","videography, nlp, car multimedia, deep learning, client calls, topographic surveys, tensorflow, variable work schedule, machine learning, pytorch, computer vision",Bachelor's in Engineering,117374,149955,"Chicago, IL, Remote",True,False
CAND_000568,10,Senior,Backend,"['parrot', 'microservices', 'ml modeling', 'nv2', 'programmatic platforms', 'slide presentation', 'apis', 'experience with palantir', 'java', 'scala', 'sleep medicine', 'customer presentations']","parrot, microservices, ml modeling, nv2, programmatic platforms, slide presentation, apis, experience with palantir, java, scala, sleep medicine, customer presentations",Master's in Applied Mathematics,164264,201695,"Boston, MA, Seattle, WA",False,False
CAND_000569,10,Senior,BI,"['business intelligence', 'cloudbased technology', 'sql server integration services', 'var calculation', 'research project', 'tableau', 'power bi', 'excel', 'microsoft office (word excel powerpoint visio)', 'enterprise data warehouse platform', 'data visualization']","business intelligence, cloudbased technology, sql server integration services, var calculation, research project, tableau, power bi, excel, microsoft office (word excel powerpoint visio), enterprise data warehouse platform, data visualization",Master's in Computer Science,158413,184721,"Chicago, IL, Remote, Austin, TX",True,True
CAND_000570,9,Senior,Backend,"['u.s. citizenship requirement', 'physical retail', 'microservices', 'parallel algorithms', 'delivering excellent services', 'apis', 'startup mindset', 'collections processes', 'java', 'scala']","u.s. citizenship requirement, physical retail, microservices, parallel algorithms, delivering excellent services, apis, startup mindset, collections processes, java, scala",Master's in Applied Mathematics,135724,172459,"Remote, Boston, MA",True,False
CAND_000571,3,Mid Level,Backend,"['microservices', 'continuous integration', 'molecular structure', 'ir device testing', 'allowance for losses', 'apis', 'cogs', 'java', 'scala']","microservices, continuous integration, molecular structure, ir device testing, allowance for losses, apis, cogs, java, scala",Bachelor's in Engineering,107997,140645,"Seattle, WA, Remote, San Francisco, CA",True,False
CAND_000572,8,Senior,Data,"['data analysis', 'daily standups', 'software assessment and implementation', 'pandas', 'marketplace', 'sql', 'icepak', 'numpy', 'experience with agile software development', '3d development', 'python', 'statistics']","data analysis, daily standups, software assessment and implementation, pandas, marketplace, sql, icepak, numpy, experience with agile software development, 3d development, python, statistics",Master's in Applied Mathematics,172339,204529,"Seattle, WA, Austin, TX, Boston, MA",False,True
